user_id,news_id,rank
U19576,N14726,7
U19576,N41122,8
U19576,N14523,9
U19576,N39765,10
U11239,N38215,1
U11239,N7618,2
U11239,N41220,3
U11239,N4936,4
U11239,N19318,5
U11239,N16844,6
U11239,N14726,7
U11239,N41122,8
U11239,N14523,9
U11239,N39765,10
U18737,N38215,1
U18737,N7618,2
U18737,N41220,3
U18737,N4936,4
U18737,N19318,5
U18737,N16844,6
U18737,N14726,7
U18737,N41122,8
U18737,N14523,9
U18737,N39765,10
U44016,N38215,1
U44016,N7618,2
U44016,N41220,3
U44016,N4936,4
U44016,N19318,5
U44016,N16844,6
U44016,N14726,7
U44016,N41122,8
U44016,N14523,9
U44016,N39765,10
U22434,N38215,1
U22434,N7618,2
U22434,N41220,3
U22434,N4936,4
U22434,N19318,5
U22434,N16844,6
U22434,N14726,7
U22434,N41122,8
U22434,N14523,9
U22434,N39765,10
U21520,N38215,1
U21520,N7618,2
U21520,N41220,3
U21520,N4936,4
U21520,N19318,5
U21520,N16844,6
U21520,N14726,7
U21520,N41122,8
U21520,N14523,9
U21520,N39765,10
U90003,N38215,1
U90003,N7618,2
U90003,N41220,3
U90003,N4936,4
U90003,N19318,5
U90003,N16844,6
U90003,N14726,7
U90003,N41122,8
U90003,N14523,9
U90003,N39765,10
U2650,N38215,1
U2650,N7618,2
U2650,N41220,3
U2650,N4936,4
U2650,N19318,5
U2650,N16844,6
U2650,N14726,7
U2650,N41122,8
U2650,N14523,9
U2650,N39765,10
U13157,N38215,1
U13157,N7618,2
U13157,N41220,3
U13157,N4936,4
U13157,N19318,5
U13157,N16844,6
U13157,N14726,7
U13157,N41122,8
U13157,N14523,9
U13157,N39765,10
U61498,N38215,1
U61498,N7618,2
U61498,N41220,3
U61498,N4936,4
U61498,N19318,5
U61498,N16844,6
U61498,N14726,7
U61498,N41122,8
U61498,N14523,9
U61498,N39765,10
U19162,N38215,1
U19162,N7618,2
U19162,N41220,3
U19162,N4936,4
U19162,N19318,5
U19162,N16844,6
U19162,N14726,7
U19162,N41122,8
U19162,N14523,9
U19162,N39765,10
U42773,N38215,1
U42773,N7618,2
U42773,N41220,3
U42773,N4936,4
U42773,N19318,5
U42773,N16844,6
U42773,N14726,7
U42773,N41122,8
U42773,N14523,9
U42773,N39765,10
U33931,N38215,1
U33931,N7618,2
U33931,N41220,3
U33931,N4936,4
U33931,N19318,5
U33931,N16844,6
U33931,N14726,7
U33931,N41122,8
U33931,N14523,9
U33931,N39765,10
U11748,N38215,1
U11748,N7618,2
U11748,N41220,3
U11748,N4936,4
U11748,N19318,5
U11748,N16844,6
U11748,N14726,7
U11748,N41122,8
U11748,N14523,9
U11748,N39765,10
U4083,N38215,1
U4083,N7618,2
U4083,N41220,3
U4083,N4936,4
U4083,N19318,5
U4083,N16844,6
U4083,N14726,7
U4083,N41122,8
U4083,N14523,9
U4083,N39765,10
U82228,N38215,1
U82228,N7618,2
U82228,N41220,3
U82228,N4936,4
U82228,N19318,5
U82228,N16844,6
U82228,N14726,7
U82228,N41122,8
U82228,N14523,9
U82228,N39765,10
U28768,N42803,1
U28768,N26880,2
U28768,N17647,3
U28768,N6056,4
U28768,N6513,5
U28768,N7530,6
U28768,N64341,7
U28768,N20888,8
U28768,N24458,9
U28768,N64816,10
U6535,N35729,1
U6535,N61623,2
U6535,N46196,3
U6535,N33212,4
U6535,N3841,5
U6535,N29924,6
U6535,N60577,7
U6535,N3874,8
U6535,N39380,9
U6535,N11331,10
U459,N52485,1
U459,N38834,2
U459,N29602,3
U459,N12695,4
U459,N27687,5
U459,N51699,6
U459,N52677,7
U459,N43519,8
U459,N65100,9
U459,N3821,10
U73464,N38215,1
U73464,N7618,2
U73464,N41220,3
U73464,N4936,4
U73464,N19318,5
U73464,N16844,6
U73464,N14726,7
U73464,N41122,8
U73464,N14523,9
U73464,N39765,10
U59842,N38215,1
U59842,N7618,2
U59842,N41220,3
U59842,N4936,4
U59842,N19318,5
U59842,N16844,6
U59842,N14726,7
U59842,N41122,8
U59842,N14523,9
U59842,N39765,10
U82561,N38215,1
U82561,N7618,2
U82561,N41220,3
U82561,N4936,4
U82561,N19318,5
U82561,N16844,6
U82561,N14726,7
U82561,N41122,8
U82561,N14523,9
U82561,N39765,10
U21230,N38215,1
U21230,N7618,2
U21230,N41220,3
U21230,N4936,4
U21230,N19318,5
U21230,N16844,6
U21230,N14726,7
U21230,N41122,8
U21230,N14523,9
U21230,N39765,10
U85759,N38215,1
U85759,N7618,2
U85759,N41220,3
U85759,N4936,4
U85759,N19318,5
U85759,N16844,6
U85759,N14726,7
U85759,N41122,8
U85759,N14523,9
U85759,N39765,10
U30369,N38215,1
U30369,N7618,2
U30369,N41220,3
U30369,N4936,4
U30369,N19318,5
U30369,N16844,6
U30369,N14726,7
U30369,N41122,8
U30369,N14523,9
U30369,N39765,10
U76775,N38215,1
U76775,N7618,2
U76775,N41220,3
U76775,N4936,4
U76775,N19318,5
U76775,N16844,6
U76775,N14726,7
U76775,N41122,8
U76775,N14523,9
U76775,N39765,10
U81190,N38215,1
U81190,N7618,2
U81190,N41220,3
U81190,N4936,4
U81190,N19318,5
U81190,N16844,6
U81190,N14726,7
U81190,N41122,8
U81190,N14523,9
U81190,N39765,10
U81033,N38215,1
U81033,N7618,2
U81033,N41220,3
U81033,N4936,4
U81033,N19318,5
U81033,N16844,6
U81033,N14726,7
U81033,N41122,8
U81033,N14523,9
U81033,N39765,10
U40967,N38215,1
U40967,N7618,2
U40967,N41220,3
U40967,N4936,4
U40967,N19318,5
U40967,N16844,6
U40967,N14726,7
U40967,N41122,8
U40967,N14523,9
U40967,N39765,10
U64821,N38215,1
U64821,N7618,2
U64821,N41220,3
U64821,N4936,4
U64821,N19318,5
U64821,N16844,6
U64821,N14726,7
U64821,N41122,8
U64821,N14523,9
U64821,N39765,10
U11055,N38215,1
U11055,N7618,2
U11055,N41220,3
U11055,N4936,4
U11055,N19318,5
U11055,N16844,6
U11055,N14726,7
U11055,N41122,8
U11055,N14523,9
U11055,N39765,10
U3955,N38215,1
U3955,N7618,2
U3955,N41220,3
U3955,N4936,4
U3955,N19318,5
U3955,N16844,6
U3955,N14726,7
U3955,N41122,8
U3955,N14523,9
U3955,N39765,10
U70675,N33824,1
U70675,N6477,2
U70675,N11286,3
U70675,N63862,4
U70675,N51364,5
U70675,N54536,6
U70675,N18870,7
U70675,N58670,8
U70675,N14864,9
U70675,N54815,10
U20150,N38215,1
U20150,N7618,2
U20150,N41220,3
U20150,N4936,4
U20150,N19318,5
U20150,N16844,6
U20150,N14726,7
U20150,N41122,8
U20150,N14523,9
U20150,N39765,10
U83717,N38215,1
U83717,N7618,2
U83717,N41220,3
U83717,N4936,4
U83717,N19318,5
U83717,N16844,6
U83717,N14726,7
U83717,N41122,8
U83717,N14523,9
U83717,N39765,10
U19124,N38215,1
U19124,N7618,2
U19124,N41220,3
U19124,N4936,4
U19124,N19318,5
U19124,N16844,6
U19124,N14726,7
U19124,N41122,8
U19124,N14523,9
U19124,N39765,10
U50788,N38215,1
U50788,N7618,2
U50788,N41220,3
U50788,N4936,4
U50788,N19318,5
U50788,N16844,6
U50788,N14726,7
U50788,N41122,8
U50788,N14523,9
U50788,N39765,10
U57606,N38215,1
U57606,N7618,2
U57606,N41220,3
U57606,N4936,4
U57606,N19318,5
U57606,N16844,6
U57606,N14726,7
U57606,N41122,8
U57606,N14523,9
U57606,N39765,10
U61536,N38215,1
U61536,N7618,2
U61536,N41220,3
U61536,N4936,4
U61536,N19318,5
U61536,N16844,6
U61536,N14726,7
U61536,N41122,8
U61536,N14523,9
U61536,N39765,10
U31845,N38215,1
U31845,N7618,2
U31845,N41220,3
U31845,N4936,4
U31845,N19318,5
U31845,N16844,6
U31845,N14726,7
U31845,N41122,8
U31845,N14523,9
U31845,N39765,10
U77754,N38215,1
U77754,N7618,2
U77754,N41220,3
U77754,N4936,4
U77754,N19318,5
U77754,N16844,6
U77754,N14726,7
U77754,N41122,8
U77754,N14523,9
U77754,N39765,10
U48290,N23446,1
U48290,N42349,2
U48290,N2588,3
U48290,N26262,4
U48290,N33120,5
U48290,N41020,6
U48290,N36612,7
U48290,N61784,8
U48290,N37967,9
U48290,N52114,10
U19939,N38215,1
U19939,N7618,2
U19939,N41220,3
U19939,N4936,4
U19939,N19318,5
U19939,N16844,6
U19939,N14726,7
U19939,N41122,8
U19939,N14523,9
U19939,N39765,10
U9592,N38215,1
U9592,N7618,2
U9592,N41220,3
U9592,N4936,4
U9592,N19318,5
U9592,N16844,6
U9592,N14726,7
U9592,N41122,8
U9592,N14523,9
U9592,N39765,10
U82391,N38215,1
U82391,N7618,2
U82391,N41220,3
U82391,N4936,4
U82391,N19318,5
U82391,N16844,6
U82391,N14726,7
U82391,N41122,8
U82391,N14523,9
U82391,N39765,10
U85615,N38215,1
U85615,N7618,2
U85615,N41220,3
U85615,N4936,4
U85615,N19318,5
U85615,N16844,6
U85615,N14726,7
U85615,N41122,8
U85615,N14523,9
U85615,N39765,10
U73436,N38215,1
U73436,N7618,2
U73436,N41220,3
U73436,N4936,4
U73436,N19318,5
U73436,N16844,6
U73436,N14726,7
U73436,N41122,8
U73436,N14523,9
U73436,N39765,10
U70419,N38215,1
U70419,N7618,2
U70419,N41220,3
U70419,N4936,4
U70419,N19318,5
U70419,N16844,6
U70419,N14726,7
U70419,N41122,8
U70419,N14523,9
U70419,N39765,10
U79339,N38215,1
U79339,N7618,2
U79339,N41220,3
U79339,N4936,4
U79339,N19318,5
U79339,N16844,6
U79339,N14726,7
U79339,N41122,8
U79339,N14523,9
U79339,N39765,10
U15537,N38215,1
U15537,N7618,2
U15537,N41220,3
U15537,N4936,4
U15537,N19318,5
U15537,N16844,6
U15537,N14726,7
U15537,N41122,8
U15537,N14523,9
U15537,N39765,10
U3490,N38215,1
U3490,N7618,2
U3490,N41220,3
U3490,N4936,4
U3490,N19318,5
U3490,N16844,6
U3490,N14726,7
U3490,N41122,8
U3490,N14523,9
U3490,N39765,10
U44415,N61864,1
U44415,N64283,2
U44415,N7500,3
U44415,N27750,4
U44415,N49719,5
U44415,N13914,6
U44415,N60098,7
U44415,N64671,8
U44415,N41707,9
U44415,N21627,10
U54879,N38215,1
U54879,N7618,2
U54879,N41220,3
U54879,N4936,4
U54879,N19318,5
U54879,N16844,6
U54879,N14726,7
U54879,N41122,8
U54879,N14523,9
U54879,N39765,10
U88866,N38215,1
U88866,N7618,2
U88866,N41220,3
U88866,N4936,4
U88866,N19318,5
U88866,N16844,6
U88866,N14726,7
U88866,N41122,8
U88866,N14523,9
U88866,N39765,10
U49543,N2288,1
U49543,N44563,2
U49543,N10880,3
U49543,N52764,4
U49543,N52766,5
U49543,N12005,6
U49543,N6458,7
U49543,N61146,8
U49543,N36752,9
U49543,N11214,10
U85476,N38215,1
U85476,N7618,2
U85476,N41220,3
U85476,N4936,4
U85476,N19318,5
U85476,N16844,6
U85476,N14726,7
U85476,N41122,8
U85476,N14523,9
U85476,N39765,10
U83499,N38215,1
U83499,N7618,2
U83499,N41220,3
U83499,N4936,4
U83499,N19318,5
U83499,N16844,6
U83499,N14726,7
U83499,N41122,8
U83499,N14523,9
U83499,N39765,10
U89727,N38215,1
U89727,N7618,2
U89727,N41220,3
U89727,N4936,4
U89727,N19318,5
U89727,N16844,6
U89727,N14726,7
U89727,N41122,8
U89727,N14523,9
U89727,N39765,10
U62895,N38215,1
U62895,N7618,2
U62895,N41220,3
U62895,N4936,4
U62895,N19318,5
U62895,N16844,6
U62895,N14726,7
U62895,N41122,8
U62895,N14523,9
U62895,N39765,10
U72336,N38215,1
U72336,N7618,2
U72336,N41220,3
U72336,N4936,4
U72336,N19318,5
U72336,N16844,6
U72336,N14726,7
U72336,N41122,8
U72336,N14523,9
U72336,N39765,10
U92387,N7821,1
U92387,N52740,2
U92387,N63628,3
U92387,N14491,4
U92387,N46176,5
U92387,N35428,6
U92387,N32829,7
U92387,N63293,8
U92387,N11002,9
U92387,N13403,10
U32807,N38215,1
U32807,N7618,2
U32807,N41220,3
U32807,N4936,4
U32807,N19318,5
U32807,N16844,6
U32807,N14726,7
U32807,N41122,8
U32807,N14523,9
U32807,N39765,10
U5129,N38215,1
U5129,N7618,2
U5129,N41220,3
U5129,N4936,4
U5129,N19318,5
U5129,N16844,6
U5129,N14726,7
U5129,N41122,8
U5129,N14523,9
U5129,N39765,10
U72167,N38215,1
U72167,N7618,2
U72167,N41220,3
U72167,N4936,4
U72167,N19318,5
U72167,N16844,6
U72167,N14726,7
U72167,N41122,8
U72167,N14523,9
U72167,N39765,10
U27388,N38215,1
U27388,N7618,2
U27388,N41220,3
U27388,N4936,4
U27388,N19318,5
U27388,N16844,6
U27388,N14726,7
U27388,N41122,8
U27388,N14523,9
U27388,N39765,10
U51499,N38215,1
U51499,N7618,2
U51499,N41220,3
U51499,N4936,4
U51499,N19318,5
U51499,N16844,6
U51499,N14726,7
U51499,N41122,8
U51499,N14523,9
U51499,N39765,10
U86048,N38524,1
U86048,N51395,2
U86048,N1942,3
U86048,N5820,4
U86048,N62211,5
U86048,N8314,6
U86048,N13535,7
U86048,N24180,8
U86048,N6839,9
U86048,N8010,10
U1487,N38215,1
U1487,N7618,2
U1487,N41220,3
U1487,N4936,4
U1487,N19318,5
U1487,N16844,6
U1487,N14726,7
U1487,N41122,8
U1487,N14523,9
U1487,N39765,10
U86153,N36545,1
U86153,N60364,2
U86153,N64530,3
U86153,N33576,4
U86153,N28365,5
U86153,N24064,6
U86153,N4950,7
U86153,N13136,8
U86153,N3265,9
U86153,N56415,10
U66215,N55689,1
U66215,N3285,2
U66215,N24869,3
U66215,N8799,4
U66215,N54068,5
U66215,N54735,6
U66215,N35600,7
U66215,N17224,8
U66215,N42823,9
U66215,N50800,10
U81174,N38215,1
U81174,N7618,2
U81174,N41220,3
U81174,N4936,4
U81174,N19318,5
U81174,N16844,6
U81174,N14726,7
U81174,N41122,8
U81174,N14523,9
U81174,N39765,10
U48452,N38215,1
U48452,N7618,2
U48452,N41220,3
U48452,N4936,4
U48452,N19318,5
U48452,N16844,6
U48452,N14726,7
U48452,N41122,8
U48452,N14523,9
U48452,N39765,10
U73038,N55689,1
U73038,N20748,2
U73038,N61899,3
U73038,N57546,4
U73038,N7821,5
U73038,N34185,6
U73038,N30207,7
U73038,N36789,8
U73038,N49255,9
U73038,N54305,10
U75928,N38215,1
U75928,N7618,2
U75928,N41220,3
U75928,N4936,4
U75928,N19318,5
U75928,N16844,6
U75928,N14726,7
U75928,N41122,8
U75928,N14523,9
U75928,N39765,10
U48594,N38215,1
U48594,N7618,2
U48594,N41220,3
U48594,N4936,4
U48594,N19318,5
U48594,N16844,6
U48594,N14726,7
U48594,N41122,8
U48594,N14523,9
U48594,N39765,10
U3398,N38215,1
U3398,N7618,2
U3398,N41220,3
U3398,N4936,4
U3398,N19318,5
U3398,N16844,6
U3398,N14726,7
U3398,N41122,8
U3398,N14523,9
U3398,N39765,10
U41017,N38215,1
U41017,N7618,2
U41017,N41220,3
U41017,N4936,4
U41017,N19318,5
U41017,N16844,6
U41017,N14726,7
U41017,N41122,8
U41017,N14523,9
U41017,N39765,10
U41898,N38215,1
U41898,N7618,2
U41898,N41220,3
U41898,N4936,4
U41898,N19318,5
U41898,N16844,6
U41898,N14726,7
U41898,N41122,8
U41898,N14523,9
U41898,N39765,10
U46973,N38215,1
U46973,N7618,2
U46973,N41220,3
U46973,N4936,4
U46973,N19318,5
U46973,N16844,6
U46973,N14726,7
U46973,N41122,8
U46973,N14523,9
U46973,N39765,10
U55868,N38215,1
U55868,N7618,2
U55868,N41220,3
U55868,N4936,4
U55868,N19318,5
U55868,N16844,6
U55868,N14726,7
U55868,N41122,8
U55868,N14523,9
U55868,N39765,10
U41553,N38215,1
U41553,N7618,2
U41553,N41220,3
U41553,N4936,4
U41553,N19318,5
U41553,N16844,6
U41553,N14726,7
U41553,N41122,8
U41553,N14523,9
U41553,N39765,10
U6208,N38215,1
U6208,N7618,2
U6208,N41220,3
U6208,N4936,4
U6208,N19318,5
U6208,N16844,6
U6208,N14726,7
U6208,N41122,8
U6208,N14523,9
U6208,N39765,10
U71483,N38215,1
U71483,N7618,2
U71483,N41220,3
U71483,N4936,4
U71483,N19318,5
U71483,N16844,6
U71483,N14726,7
U71483,N41122,8
U71483,N14523,9
U71483,N39765,10
U3084,N38215,1
U3084,N7618,2
U3084,N41220,3
U3084,N4936,4
U3084,N19318,5
U3084,N16844,6
U3084,N14726,7
U3084,N41122,8
U3084,N14523,9
U3084,N39765,10
U44659,N38215,1
U44659,N7618,2
U44659,N41220,3
U44659,N4936,4
U44659,N19318,5
U44659,N16844,6
U44659,N14726,7
U44659,N41122,8
U44659,N14523,9
U44659,N39765,10
U2601,N38215,1
U2601,N7618,2
U2601,N41220,3
U2601,N4936,4
U2601,N19318,5
U2601,N16844,6
U2601,N14726,7
U2601,N41122,8
U2601,N14523,9
U2601,N39765,10
U33933,N38215,1
U33933,N7618,2
U33933,N41220,3
U33933,N4936,4
U33933,N19318,5
U33933,N16844,6
U33933,N14726,7
U33933,N41122,8
U33933,N14523,9
U33933,N39765,10
U12347,N38215,1
U12347,N7618,2
U12347,N41220,3
U12347,N4936,4
U12347,N19318,5
U12347,N16844,6
U12347,N14726,7
U12347,N41122,8
U12347,N14523,9
U12347,N39765,10
U40031,N38215,1
U40031,N7618,2
U40031,N41220,3
U40031,N4936,4
U40031,N19318,5
U40031,N16844,6
U40031,N14726,7
U40031,N41122,8
U40031,N14523,9
U40031,N39765,10
U83019,N38215,1
U83019,N7618,2
U83019,N41220,3
U83019,N4936,4
U83019,N19318,5
U83019,N16844,6
U83019,N14726,7
U83019,N41122,8
U83019,N14523,9
U83019,N39765,10
U33434,N38215,1
U33434,N7618,2
U33434,N41220,3
U33434,N4936,4
U33434,N19318,5
U33434,N16844,6
U33434,N14726,7
U33434,N41122,8
U33434,N14523,9
U33434,N39765,10
U58328,N38215,1
U58328,N7618,2
U58328,N41220,3
U58328,N4936,4
U58328,N19318,5
U58328,N16844,6
U58328,N14726,7
U58328,N41122,8
U58328,N14523,9
U58328,N39765,10
U85692,N38215,1
U85692,N7618,2
U85692,N41220,3
U85692,N4936,4
U85692,N19318,5
U85692,N16844,6
U85692,N14726,7
U85692,N41122,8
U85692,N14523,9
U85692,N39765,10
U92108,N38215,1
U92108,N7618,2
U92108,N41220,3
U92108,N4936,4
U92108,N19318,5
U92108,N16844,6
U92108,N14726,7
U92108,N41122,8
U92108,N14523,9
U92108,N39765,10
U68436,N38215,1
U68436,N7618,2
U68436,N41220,3
U68436,N4936,4
U68436,N19318,5
U68436,N16844,6
U68436,N14726,7
U68436,N41122,8
U68436,N14523,9
U68436,N39765,10
U45212,N38215,1
U45212,N7618,2
U45212,N41220,3
U45212,N4936,4
U45212,N19318,5
U45212,N16844,6
U45212,N14726,7
U45212,N41122,8
U45212,N14523,9
U45212,N39765,10
U93481,N38215,1
U93481,N7618,2
U93481,N41220,3
U93481,N4936,4
U93481,N19318,5
U93481,N16844,6
U93481,N14726,7
U93481,N41122,8
U93481,N14523,9
U93481,N39765,10
U61612,N38215,1
U61612,N7618,2
U61612,N41220,3
U61612,N4936,4
U61612,N19318,5
U61612,N16844,6
U61612,N14726,7
U61612,N41122,8
U61612,N14523,9
U61612,N39765,10
U75747,N38215,1
U75747,N7618,2
U75747,N41220,3
U75747,N4936,4
U75747,N19318,5
U75747,N16844,6
U75747,N14726,7
U75747,N41122,8
U75747,N14523,9
U75747,N39765,10
U80272,N38215,1
U80272,N7618,2
U80272,N41220,3
U80272,N4936,4
U80272,N19318,5
U80272,N16844,6
U80272,N14726,7
U80272,N41122,8
U80272,N14523,9
U80272,N39765,10
U68890,N38215,1
U68890,N7618,2
U68890,N41220,3
U68890,N4936,4
U68890,N19318,5
U68890,N16844,6
U68890,N14726,7
U68890,N41122,8
U68890,N14523,9
U68890,N39765,10
U11500,N38215,1
U11500,N7618,2
U11500,N41220,3
U11500,N4936,4
U11500,N19318,5
U11500,N16844,6
U11500,N14726,7
U11500,N41122,8
U11500,N14523,9
U11500,N39765,10
U82427,N60475,1
U82427,N11269,2
U82427,N19770,3
U82427,N18461,4
U82427,N37277,5
U82427,N19564,6
U82427,N43559,7
U82427,N17683,8
U82427,N36186,9
U82427,N51844,10
U52453,N45975,1
U52453,N14381,2
U52453,N54980,3
U52453,N24017,4
U52453,N51429,5
U52453,N25459,6
U52453,N51803,7
U52453,N18436,8
U52453,N29254,9
U52453,N62933,10
U38189,N38215,1
U38189,N7618,2
U38189,N41220,3
U38189,N4936,4
U38189,N19318,5
U38189,N16844,6
U38189,N14726,7
U38189,N41122,8
U38189,N14523,9
U38189,N39765,10
U78929,N40463,1
U78929,N54010,2
U78929,N63258,3
U78929,N64439,4
U78929,N64851,5
U78929,N37339,6
U78929,N696,7
U78929,N24356,8
U78929,N43515,9
U78929,N49641,10
U39589,N38215,1
U39589,N7618,2
U39589,N41220,3
U39589,N4936,4
U39589,N19318,5
U39589,N16844,6
U39589,N14726,7
U39589,N41122,8
U39589,N14523,9
U39589,N39765,10
U7052,N38215,1
U7052,N7618,2
U7052,N41220,3
U7052,N4936,4
U7052,N19318,5
U7052,N16844,6
U7052,N14726,7
U7052,N41122,8
U7052,N14523,9
U7052,N39765,10
U75324,N38215,1
U75324,N7618,2
U75324,N41220,3
U75324,N4936,4
U75324,N19318,5
U75324,N16844,6
U75324,N14726,7
U75324,N41122,8
U75324,N14523,9
U75324,N39765,10
U46295,N38215,1
U46295,N7618,2
U46295,N41220,3
U46295,N4936,4
U46295,N19318,5
U46295,N16844,6
U46295,N14726,7
U46295,N41122,8
U46295,N14523,9
U46295,N39765,10
U51410,N22786,1
U51410,N35729,2
U51410,N59562,3
U51410,N56243,4
U51410,N41664,5
U51410,N4986,6
U51410,N58363,7
U51410,N9887,8
U51410,N23414,9
U51410,N37971,10
U83875,N38215,1
U83875,N7618,2
U83875,N41220,3
U83875,N4936,4
U83875,N19318,5
U83875,N16844,6
U83875,N14726,7
U83875,N41122,8
U83875,N14523,9
U83875,N39765,10
U26761,N38215,1
U26761,N7618,2
U26761,N41220,3
U26761,N4936,4
U26761,N19318,5
U26761,N16844,6
U26761,N14726,7
U26761,N41122,8
U26761,N14523,9
U26761,N39765,10
U61960,N10095,1
U61960,N7500,2
U61960,N56716,3
U61960,N13439,4
U61960,N15209,5
U61960,N42414,6
U61960,N2409,7
U61960,N9647,8
U61960,N61864,9
U61960,N23771,10
U87422,N38215,1
U87422,N7618,2
U87422,N41220,3
U87422,N4936,4
U87422,N19318,5
U87422,N16844,6
U87422,N14726,7
U87422,N41122,8
U87422,N14523,9
U87422,N39765,10
U23761,N63550,1
U23761,N10812,2
U23761,N6221,3
U23761,N2955,4
U23761,N65136,5
U23761,N32212,6
U23761,N36137,7
U23761,N46064,8
U23761,N39603,9
U23761,N11000,10
U1001,N38215,1
U1001,N7618,2
U1001,N41220,3
U1001,N4936,4
U1001,N19318,5
U1001,N16844,6
U1001,N14726,7
U1001,N41122,8
U1001,N14523,9
U1001,N39765,10
U55475,N38215,1
U55475,N7618,2
U55475,N41220,3
U55475,N4936,4
U55475,N19318,5
U55475,N16844,6
U55475,N14726,7
U55475,N41122,8
U55475,N14523,9
U55475,N39765,10
U15031,N38215,1
U15031,N7618,2
U15031,N41220,3
U15031,N4936,4
U15031,N19318,5
U15031,N16844,6
U15031,N14726,7
U15031,N41122,8
U15031,N14523,9
U15031,N39765,10
U93350,N38215,1
U93350,N7618,2
U93350,N41220,3
U93350,N4936,4
U93350,N19318,5
U93350,N16844,6
U93350,N14726,7
U93350,N41122,8
U93350,N14523,9
U93350,N39765,10
U54040,N38215,1
U54040,N7618,2
U54040,N41220,3
U54040,N4936,4
U54040,N19318,5
U54040,N16844,6
U54040,N14726,7
U54040,N41122,8
U54040,N14523,9
U54040,N39765,10
U4361,N35170,1
U4361,N65136,2
U4361,N36612,3
U4361,N3123,4
U4361,N32544,5
U4361,N30431,6
U4361,N42619,7
U4361,N47545,8
U4361,N26536,9
U4361,N42794,10
U13917,N38215,1
U13917,N7618,2
U13917,N41220,3
U13917,N4936,4
U13917,N19318,5
U13917,N16844,6
U13917,N14726,7
U13917,N41122,8
U13917,N14523,9
U13917,N39765,10
U54257,N38215,1
U54257,N7618,2
U54257,N41220,3
U54257,N4936,4
U54257,N19318,5
U54257,N16844,6
U54257,N14726,7
U54257,N41122,8
U54257,N14523,9
U54257,N39765,10
U50931,N38215,1
U50931,N7618,2
U50931,N41220,3
U50931,N4936,4
U50931,N19318,5
U50931,N16844,6
U50931,N14726,7
U50931,N41122,8
U50931,N14523,9
U50931,N39765,10
U27829,N38215,1
U27829,N7618,2
U27829,N41220,3
U27829,N4936,4
U27829,N19318,5
U27829,N16844,6
U27829,N14726,7
U27829,N41122,8
U27829,N14523,9
U27829,N39765,10
U21479,N38215,1
U21479,N7618,2
U21479,N41220,3
U21479,N4936,4
U21479,N19318,5
U21479,N16844,6
U21479,N14726,7
U21479,N41122,8
U21479,N14523,9
U21479,N39765,10
U43211,N38215,1
U43211,N7618,2
U43211,N41220,3
U43211,N4936,4
U43211,N19318,5
U43211,N16844,6
U43211,N14726,7
U43211,N41122,8
U43211,N14523,9
U43211,N39765,10
U11675,N38215,1
U11675,N7618,2
U11675,N41220,3
U11675,N4936,4
U11675,N19318,5
U11675,N16844,6
U11675,N14726,7
U11675,N41122,8
U11675,N14523,9
U11675,N39765,10
U85826,N38215,1
U85826,N7618,2
U85826,N41220,3
U85826,N4936,4
U85826,N19318,5
U85826,N16844,6
U85826,N14726,7
U85826,N41122,8
U85826,N14523,9
U85826,N39765,10
U68271,N38215,1
U68271,N7618,2
U68271,N41220,3
U68271,N4936,4
U68271,N19318,5
U68271,N16844,6
U68271,N14726,7
U68271,N41122,8
U68271,N14523,9
U68271,N39765,10
U7780,N38215,1
U7780,N7618,2
U7780,N41220,3
U7780,N4936,4
U7780,N19318,5
U7780,N16844,6
U7780,N14726,7
U7780,N41122,8
U7780,N14523,9
U7780,N39765,10
U89083,N38215,1
U89083,N7618,2
U89083,N41220,3
U89083,N4936,4
U89083,N19318,5
U89083,N16844,6
U89083,N14726,7
U89083,N41122,8
U89083,N14523,9
U89083,N39765,10
U3750,N38215,1
U3750,N7618,2
U3750,N41220,3
U3750,N4936,4
U3750,N19318,5
U3750,N16844,6
U3750,N14726,7
U3750,N41122,8
U3750,N14523,9
U3750,N39765,10
U33490,N38215,1
U33490,N7618,2
U33490,N41220,3
U33490,N4936,4
U33490,N19318,5
U33490,N16844,6
U33490,N14726,7
U33490,N41122,8
U33490,N14523,9
U33490,N39765,10
U46462,N38215,1
U46462,N7618,2
U46462,N41220,3
U46462,N4936,4
U46462,N19318,5
U46462,N16844,6
U46462,N14726,7
U46462,N41122,8
U46462,N14523,9
U46462,N39765,10
U8618,N55689,1
U8618,N58691,2
U8618,N47499,3
U8618,N62011,4
U8618,N28671,5
U8618,N45483,6
U8618,N48755,7
U8618,N37971,8
U8618,N59877,9
U8618,N20231,10
U1228,N38215,1
U1228,N7618,2
U1228,N41220,3
U1228,N4936,4
U1228,N19318,5
U1228,N16844,6
U1228,N14726,7
U1228,N41122,8
U1228,N14523,9
U1228,N39765,10
U50570,N38215,1
U50570,N7618,2
U50570,N41220,3
U50570,N4936,4
U50570,N19318,5
U50570,N16844,6
U50570,N14726,7
U50570,N41122,8
U50570,N14523,9
U50570,N39765,10
U89756,N38215,1
U89756,N7618,2
U89756,N41220,3
U89756,N4936,4
U89756,N19318,5
U89756,N16844,6
U89756,N14726,7
U89756,N41122,8
U89756,N14523,9
U89756,N39765,10
U7489,N33699,1
U7489,N45024,2
U7489,N7260,3
U7489,N43334,4
U7489,N6099,5
U7489,N30859,6
