news_id,category,subcategory,title,abstract
N20833,travel,traveltripideas,Scotland's majestic Isle of Skye,"Scotland's islands may be distant fringes, but those who venture to them are richly rewarded with dramatic landscapes, a rich heritage, and a warm welcome."
N5815,finance,finance-savemoney,How Costco and other bargain stores stay so cheap,"If you've wondered how popular discount grocery stores including Trader Joe's, Aldi, and Costco keep prices low and customers so happy, here are a number of the strategies they use to pass savings on to customers. if you're faithful to a traditional grocery store, you may yet recognize some version of these techniques."
N46851,autos,autosnews,The most famous automotive advertising slogans - US edition,Built Ford Tough   and many more: time to investigate the story behind the most famous automotive slogans
N59874,lifestyle,lifestylesmartliving,11 Phrases That Will Make You More Successful at Work,"Adopt these phrases and strategies to ensure you seal the deal, smooth over a difficult relationship, or impress your boss. The post 11 Phrases That Will Make You More Successful at Work appeared first on Reader's Digest."
N19513,finance,markets,"These are best and worst stocks for the 'data era,' Morgan Stanley says","This shift to what Morgan Stanley called the ""data era"" may hurt companies that have so far been dependent on revenue from smartphones and personal computers, the firm said."
N3649,lifestyle,lifestylebuzz,Did you know Amazon has coupons? This step-by-step guide will help you instantly save,Your guide to finding and using Amazon's coupon page.
N6632,entertainment,celebrity,Star Tracks: Celebs on Vacation,Celebrity Vacations: Where Stars Travel
N28561,news,newsweather,"Nestor bringing heavy rain to Southeast, mid-Atlantic after spawning tornadoes in Florida",Soaking rains are gusty winds are in the forecast Sunday from the Carolinas up through the Mid-Atlantic as the remnants of Tropical Storm Nestor move across the region after the storm triggered tornadoes across Florida that damaged homes and ripped the roof off a school.
N25024,sports,more_sports,Sports on the air: Daily TV and radio schedule,Daily TV and radio listings
N41208,finance,finance-saving-investing,How retirees can make required minimum distributions pain free,"It's that time again, when individuals over age 70½ and those with inherited retirement accounts have to take out their annual required minimum distributions. Here's the missteps to avoid so that you're not faced with a tax penalty."
N61178,entertainment,celebrity,Star Tracks: Celebs at Home,Celebrity Homes: Inside Stars Houses Summer 2019
N4015,video,popculture,"Following Trump's endorsement, Spicer has emotional night on 'Dancing With the Star'","It was an emotional night for Sean Spicer on Dancing With the Stars, Monday. President Trump's former press secretary dedicated his performance to his father, who passed away in 2016 from pancreatic cancer. ""This is an opportunity to pay homage to my father, a great man, a great friend, a great inspiration,"" said Spicer, """"I'd like to dedicate this dance to my dad and all the fathers out there suffering from cancer but still being the best dad that they can."" The theme of the show was Disney Night and Spicer danced as the character Woody from Toy Story 4. His quickstep was his most well received dance and he earned his first 7 score from the judges. After his performance, Spicer became emotional because Disney Night reminded him of one of his last memories with his father. ""It was a great experience to be able to share that whole experience with my kids and my mother and father,"" said Spicer, ""So to know that it was actually the ride that we went on, it was kind of cool."""
N4586,autos,autosbuying,Chevy Equinox Discounted Up To 20 Percent In November,As part of Chevrolet's Black Friday promotion.
N32515,lifestyle,lifestyleweddings,The Most Iconic Short Wedding Dresses of All Time And How to Get the Look,"Look to Sharon Tate and Yoko Ono for your ""I do"" inspiration."
N4147,music,musicnews,"José José, Legendary Mexican Singer, Dead at 71",The 'El Triste' singer passed away on Saturday.
N58146,lifestyle,lifestylepetsanimals,14 Wild Dog And Cat Species That Are Amazingly Rare,"You probably won't see these rare dog and cat species in your local woods. They are some of the rarest dogs and cats in the world - whether because of deforestation, loss of habitat, or lack of eligible mates to breed with, you'll be hard-pressed to find these canines and felines around the world. If you have found them, you're probably either a scientific researcher or a very wealthy person. ..."
N34122,foodanddrink,beverages,How to make hot chocolate so rich it coats your spoon,New York City has claimed its latest victim: City Bakery has permanently closed its doors.
N3528,lifestyle,lifestylefamilyandrelationships,60 Things No Spouse Ever Wants to Hear,"Of course, we all make mistakes but if you want to keep your marriage intact, these are the things to never say to your spouse."
N39809,sports,football_nfl,"Redskins Rumors: If Bruce Allen won't pick up the phone to trade Trent Williams, the Browns could go shopping for a LT in the NFC East",#FireBruceAllen
N1810,lifestyle,lifestyleroyals,Where Do the Royals Reside? This Handy Guide Will Tell You Who Lives in Which Palace,Even serious British royal family buffs might be surprised to learn where the royal relatives reside.
N14042,autos,autosnews,Latest Automotive Safety Recalls,The latest safety recalls issued by the National Highway Traffic Safety Administration.… The post Latest Automotive Safety Recalls appeared first on autoNXT.net.
N12081,lifestyle,lifestyleroyals,50 Times Meghan Markle Has Broken Royal Protocol,"She's a rebel! A rebel with a lot of beautiful coats, but still a rebel."
N58073,travel,travelarticle,Crews spray down Golden Ray cargo ship after white smoke billows out,"White smoke was seen coming out of the Golden Ray cargo ship in Georgia Sunday morning, according to the Unified Command. The Unified Command said they were notified of the smoke around 8:30 a.m. They are currently monitoring the situation with air and ground teams to learn further information. Air quality at the site of the Golden Ray and the surrounding area is also being monitored by the command. ""About a third of the way to the bow, there..."
N27287,autos,autosnews,The U.S. Army Is Developing a Better Bullet,"The new 6.8-millimeter bullet will equip a new generation of army carbines, squad automatic weapons."
N48549,sports,basketball_nba,Heat suspend Dion Waiters one game for 'conduct detrimental to the team',"The Miami Heat have suspended guard Dion Waiters for Wednesday night's season opener against the Memphis Grizzlies at AmericanAirlines Arena for ""conduct detrimental to the team."" The Heat issued a statement from team president Pat Riley late Saturday that read, ""There were a number of unacceptable incidents this week, culminating with his unprofessional conduct on the bench last night. As a ..."
N52529,sports,football_ncaa,Connor Barwin: NFL retirement announced by former UC Bearcats standout,"Connor Barwin expressed interest in returning to the Eagles, but it didn't happen."
N16077,sports,football_ncaa,The best College GameDay signs from Memphis,
N27063,lifestyle,lifestyledidyouknow,15 Abandoned Places That You Can See Only in Pictures,"Long before the advent of the internet and Google Maps, vast reaches of the world were cloaked in mystery. Though today there's little uncharted territory left to discover, there are still secret locales scattered throughout the United States places that mistakes, hubris, miscalculations, and the sweep of time have transformed into ghost towns that are now too dangerous or difficult to visit. Read on to learn about 15 abandoned places you can explore only through photographs unless, that is, you're willing to risk a trespassing charge (something we strongly discourage). Though abandoned, many of these locations are still private property, and while some aren't technically off-limits, concerns about toxins, deteriorating structures, and other dangers should offer a strong deterrent."
N13305,finance,finance-saving-investing,Here's why small investors aren't buying the 'index funds bubble' argument,"Even as big-name fund mangers warn of an index-fund bubble, individual investors are content to pour money into them."
N7348,news,newsscienceandtechnology,The best water bottles in 2019 that'll make you want to drink more water,These are some of the best alternatives to disposable plastic water bottles to keep you hydrated all day long.
N49134,sports,racing,Matt Tifft will miss rest of season after suffering seizure at Martinsville,John Hunter Nemechek will drive the No. 36 car for Front Row Motorsports the final three Cup races of the season.
N34722,tv,tv-gallery,Here's when all 28 new Lifetime Christmas movies will air,"Here's when all 28 new Lifetime Christmas movies will air, complete 2019 schedule"
N5599,sports,football_nfl,NFL rushing title likely to go down to the wire,"The race to lead the league in rushing appears set to go down to the wire this season, with the NFL's top four running backs all projected to finish the season within 30 yards of each other. Vikings running back Dalvin Cook leads the league with 823 rushing yards, followed by Jacksonville's Leonard Fournette at [more]"
N49830,music,music-gallery,Katy Perry's biggest career moments,Take a look back at the highlights of Katy Perry's professional life!
N36911,sports,football_nfl,"NFL Rumors: Why Josh Gordon Fell Out Of Favor, Was Released By Patriots",The New England Patriots' decision to release Josh Gordon remains to a degree a shocking one but there's no going back now. After getting placed on waivers following his release
N27394,autos,autosenthusiasts,1988 Pontiac Fiero Transformed Into An Extreme Custom Supercar,"This one-off custom car has elements from Lamborghini, Ferrari and McLaren!"
N65217,news,newsoffbeat,Monument Circle will become a big movie screen with lights Saturday. Here's how it works.,"Starting Saturday, major light displays and videos honoring Indiana veterans will play every night on Monument Circle in Downtown Indianapolis."
N49369,music,music-gallery,15 Groundbreaking Female Rappers Who Changed The Industry,MCs who made a difference in the rap game.
N64413,foodanddrink,recipes,These Vegetarian Meal Ideas Are so Tasty (and Perfect for Christmastime),These dishes will make everyone at the table happy.
N37414,music,music-gallery,The best hair metal bands,"The hair, or glam, metal bands of the 1980s remain one of the true guilty pleasures in the history of music. The hair spray, makeup and catchy pop tunes touched up with distortion were made for MTV. Though there really wasn't much substance to the music, the scene was popular to the mainstream nonetheless. So we've decided to rank our 20 hair metal bands of all time. But before we go on, bands like Def Leppard, Kiss, Scorpions, Whitesnake, Extreme and Tesla are not on this list. While, yes, some of these groups made massively successful pop-tinged metal albums during the '80s, they were either already successfully established hard-rock acts before this time and went for some easy money or were unjustly lumped into the genre thanks to MTV. With that said, here we go."
N27137,foodanddrink,restaurantsandnews,The Food Truck Everyone Is Obsessed With in Your State,What's the top-rated food truck in your state?
N34406,news,newspolitics,"Sen. Sinema's new bill would allow families' names to be put on veterans' headstones, too","Currently, only veterans are entitled to headstones or markers if families choose to bury their loved ones in a private cemetery."
N9,foodanddrink,restaurantsandnews,Check out these unique eateries formerly known as other things,"Gas stations, firehouses and beauty parlors are just a few of the places being transformed into unique restaurants."
N15254,finance,finance-companies,"WeWork set to sack 2,000 staff as anger toward founder Adam Neumann grows",Troubled office rental company to lay off 13% of its workforce to try to staunch massive losses   and few believe the cuts will stop there
N33161,weather,weathertopstories,"Home destroyed, but dishes left intact: Neighborhood hit hard by Dallas tornado one of the city's most exclusive",Some of the homes hardest hit by Sunday night's tornado are in the most exclusive neighborhoods in Dallas.
N55248,sports,football_ncaa,Dallas-Fort Worth football teams undefeated through Week 8 of the 2019 season,"Here's a look at all the schools in DFW that are still undefeated through Week 8. If you don't see your school, please email us at bgosset@star-telegram.com. Allen Argyle Dallas Christian Decatur Denton Ryan DeSoto Duncanville Frisco Lone Star Gainesville Grandview Muenster Sacred Heart Nolan Catholic Pottsboro Southlake Carroll Sunnyvale"
N7771,lifestyle,voices,I Quit Instagram For Three Months to Heal My Idiot Brain,*Screams/sobs* Hello from the other siiiiiiide.
N30781,autos,autosenthusiasts,Lowriders in Vegas! See Lowrider Photos From the 2019 Las Vegas Super Show,"The 2019 show proved to be a successful one, and as we plan for something bigger and better in 2020, you can be rest assured that we've learned from our mistakes and are ready to make up for lost time."
N31552,lifestyle,shop-holidays,The Best Pre-Black Friday and Cyber Monday Deals of 2019,We can't believe what we're seeing either.
N30344,lifestyle,lifestylebuzz,Snakehead fish that survives on land was discovered in Georgia. Officials want it dead,An invasive fish species that can breathe air and survive on land has been found in Georgia for the first time. And officials are warning anyone who comes into contact with the species to kill it immediately.
N19490,entertainment,entertainment-celebrity,"Louisville's own Jennifer Lawrence ties the knot in a private ceremony, reports say","Louisville's Oscar-winning actress Jennifer Lawrence and New York City gallery director Cooke Maroney said ""I do"" in a small ceremony this weekend."
N48774,lifestyle,lifestylehomeandgarden,How to Downsize Your Home: 12 Easy Tips,"Whether it's a personal move or helping a parent move to a smaller home, trying to downsize is a frustrating task. Deciding what to keep and what has to go is agonizing but with the proper planning and some helpful ideas the process can go smoothly. Take a look at these 12 ways to downsize."
N39751,foodanddrink,foodnews,Costco Is Going To Start Selling The Better Than Beef Burger,"First Burger King, now Costco, next THE WORLD."
N17108,finance,financenews,Governor Gavin Newsom calls for investigation into California gas prices,
N28035,news,newspolitics,"Gabbard, in defiant video, links Clinton 'smears' to her previous Sanders endorsement","Speaking directly to the camera in a video message posted on social media on Sunday, 2020 presidential candidate Tulsi Gabbard suggested that Hillary Clinton recently ""smeared"" her as a ""Russian asset"" as payback for Gabbard's defiance of the party establishment in 2016."
N49198,lifestyle,lifestyledidyouknow,These Are The Oldest Universities In America,Do you know what the country's very first college was called?
N28442,finance,finance-career-education,20 job hunting tips for baby boomers,Here is advice that will help you put your best foot forward and start the last act of your working life successfully.
N62084,news,newspolitics,House Republicans try to force a vote on censuring Adam Schiff,"Rep. Andy Biggs, R-Ariz., on Wednesday took steps to try to force a vote on his motion to condemn and censure House Intelligence Committee Chairman Adam Schiff, D-Calif., for his ""egregiously false and fabricated"" reading of President Trump's July phone call with Ukrainian leader Volodymyr Zelensky during a hearing last month."
N5754,health,voices,I Brushed My Teeth With Charcoal For 7 Days: Here's What My Mouth Looked Like By The End,"I had heard about how brushing your teeth with activated charcoal is supposed to help whiten and remove stains, so I thought, why not try it?"
N60941,foodanddrink,videos,17 Things You Didn't Know Mayonnaise Could Do,"Mayonnaise is a controversial condiment; however, it can be really useful. From removing table rings to killing lice, here are a ton ways mayonnaise can improve your cooking and your household."
N19262,sports,basketball_nba,Suns Tuesdays: Mark Bryant grinding; Monty Williams right coach; Booker vs. Beverley; Josh Jackson in G-League,"Our Suns Tuesdays column launches with assistant Mark Bryant's coaching style, Devin Booker vs. Patrick Beverley and Josh Jackson in G-League."
N20723,music,musicvideos,Jennifer Lopez Shares BEAUTIFUL Pics With Alex Rodriguez At Their Elegant Engagement Party!,JLo and ARod celebrated their upcoming nuptials with family and friends over the weekend and shared the sweet moments on Instagram.
N35774,foodanddrink,videos,What Is That White Stuff in My Raw Chicken?,We talked to a pro to find out everything you need to know about those tough white pieces in your chicken.
N43916,foodanddrink,restaurantsandnews,18 celebrity restaurants that failed,"Opening a restaurant is relatively easy, the hard part comes from creating one that will have lasting appeal. From Steven Spielberg's submarine-themed joint to Gordon Ramsay's posh Mayfair sushi spot, here are the celebrity restaurants that didn't stand the test of time."
N20513,foodanddrink,recipes,Our 73 Best Pie Recipes of All Time,"Let's be real: Pie is definitely, objectively, without question, the greatest dessert on any dessert table. There's the flaky, rich crust; the thick, flavorful filling; and the triumphant topping, whether it be a shiny double crust or intricate lattice top or butter-smooth meringue or crispy crumble. Pie's also good all year round, able to harness summer's juiciest peaches, autumn's sweetest, crunchiest apples, and all of the nuts and custards..."
N8798,health,wellness,17 Reasons Why Your Breath Smells Bad,"Eating garlic and a lax teeth-brushing routine aren't the only causes of bad breath. Here are 17 common causes of halitosis, and how to freshen up from each."
N10376,health,medical,"Meet SCAD, a Major Cause of Heart Attacks in Women 50 and Under",It stands for spontaneous coronary artery dissection.
N24868,health,weightloss,Watch: Man Shares Time-Lapse Video of Six-Month Weight-Loss Journey,"We're big fans of weight-loss stories, but we usually only get to see the before and after photos. Very rarely do we get to see someone's physique transform right before our very eyes."
N7951,news,newsworld,"British police investigating truck deaths arrest 2 more, driver still in custody",Two more people   a man and a woman   were arrested Friday as part of the investigation into the gruesome deaths of 39 people inside the back of a semi-truck in southeastern England.
N60467,video,animals,Puppy adorably escapes pen to join doggy friends,Watch this puppy make a hilarious escape from her pen. So cute!
N58332,entertainment,celebrity,"From cat names to fruit, here are 11 bizarre things celebrities have tried to trademark","From Taylor Swift to Kylie Jenner, a lot of stars have tried to trademark things like commonly used terms, song lyrics, and signature catchphrases."
N18885,sports,football_nfl,The Drive: Can Michael Dickson fulfill the hype?,
N21041,movies,movievideo,Trailer - Midway,Trailer 2
N16032,health,weightloss,"If You Have a Slow Metabolism, Here Are 5 Doctor-Approved Ways to Burn Belly Fat","If you have a slow metabolism, trying to lose belly fat can be disheartening to say the least. The good news? You can do this."
N21936,lifestyle,lifestylehomeandgarden,80 Old Items Fantastically Fit for Repurposing,"Old milk jugs and pool noodles are standard materials for repurposing, but check out what you can do with items like books and gutters."
N27822,news,newsus,"The plan to close Rikers Island, explained","The review process is at a crucial juncture, here's what you need to know"
N44133,foodanddrink,newstrends,Chicago's First Krispy Kreme in 14 Years Opens Today,The shop offers fried treats and a new look in the Loop's Block 37 pedway
N61079,lifestyle,lifestylesmartliving,29 Elf on the Shelf Ideas Your Child Will Find Truly Magical,Make every morning till Christmas more fun than the last!
N55625,lifestyle,lifestylebuzz,"Child falls from 9th floor balcony in White Oak, Maryland, officials say","A child has fallen from a ninth-floor balcony in White Oak, Maryland, officials said. Pete Piringer, the Montgomery County Fire and Rescue public information officer, said the child suffered a ""minor traumatic injury."" The child was originally transported as a priority one trauma after falling at the Château Apartments. RELATED: 2-year-old falls from 11th floor window of Maryland apartment building In September, a two-year-old fell from an 11th..."
N46832,health,causes,Tips for Getting a Mammogram,
N44959,lifestyle,lifestyledidyouknow,Tour the abandoned Outlaw House with an FBI connection,"The home of a billionaire business mogul and a rumored FBI agent, there's more to this abandoned house in Mobile, Alabama, than meets the eye. Captured by intrepid photographer Leland Kent of Abandoned Southeast, step inside and unravel this curious tale for yourself..."
N17286,sports,baseball_mlb,Here's what history says about Astros' chances of World Series comeback against Nationals,"According to MLB.com, teams that have gone down 0-2 at home in the 2-3-2 format have won the World Series three of 25 times. Game 3 at Nats is Friday."
N56461,finance,finance-taxes,President Trump's trillion-dollar hit to homeowners,"People should consider one of the largely unexamined effects of the last tax bill, which Trump promised would help the middle class: Would you believe it has inflicted a trillion dollars of damage on homeowners?"
N7362,autos,autosnews,This Might Be the 2020 Land Rover Defender,A picture that appears to show Land Rover's highly anticipated new off-roader on the set of the new James Bond movie just showed up on Instagram.
N51425,autos,autosbuying,Here's how to take over an auto lease,Here's how to get a lease takeover and some things to consider before you do.
N20743,lifestyle,lifestylesmartliving,10 Things Women Need To Stop Feeling So Guilty About,"Before you start feeling guilty, remember these things."
N21383,health,medical,Doctors Want FDA To Warn Women About Cheese And Breast Cancer Link,"Up to 12,000 members of Physicians Committee for Responsible Medicine agreed that the federal government should add label to cheese products that would warn women about the risk of having breast cancer."
N30012,travel,traveltripideas,The best fall day trip in every state,A day trip in the fall is a great way to experience the views and fun activities the season has to offer without going too far from home.
N38397,lifestyle,lifestyleroyals,50 Incredible Photos of the Swedish Royal Family Through the Years,Nearly eight decades of pictures prove these royals have always valued family time.
N33942,autos,autosenthusiasts,Exploring Chevy's First Big-Block in an Idaho Junkyard,"Steve Magnante discovers a rare 1960 Impala with a factory four-on-the-floor and 348 big-block, and explores a 348 four-barrel Parkwood station wagon."
N56840,lifestyle,shop-all,Ultra-Luxe Bridal Shower Hostess Gift Ideas,We're taking traditional 'thank you' gifting to the next level.
N10122,entertainment,gaming,These are the best o' the best PC games available today,"In many regards, PC gamers have it better than their console counterparts. One reason why is the sheer breadth of titles available, but this can make it difficult to keep up with the best titles on the platform. We're here to help you out with a shortlist of PC games you need to play   both new and old. Even though it's a few years old (and frankly an obvious choice), The Witcher 3 remains our top pick. Best Overall: The Witcher 3 This choice..."
N50158,travel,traveltripideas,"Crockett Row adds 2 bar-restaurants, but also hooks a big one: Dallas' The Blue Fish","FORT WORTH -- Here's the new math at Crockett Row after last week's shakeup: One very good restaurant was subtracted. Two more bars were added. But another very good restaurant and bar is coming soon. The Blue Fish, a Greenville Avenue landmark for 20 years, will open its seventh location on Crockett Row The sushi-sake-martini bar will open at 2932 Crockett St., in the space that was ..."
N1586,entertainment,entertainment-books,"Ann Patchett spins a dark, compelling fairy tale in The Dutch House",The Dutch House review: Ann Patchett spins a dark fairy tale
N32006,foodanddrink,recipes,17 Easy Fall Slow-Cooker Recipes That Taste Like Autumn,You can even prep these and freeze them for later!
N9900,health,nutrition,32 Best Good-Mood Foods,There are plenty of foods with proven mood-boosting benefits that can help you get happier and healthier with every bite.
N46688,health,nutrition,'Souping': Should you try it?,Regularly eating soup is comforting and filling might help you shed some unwanted pounds.
N6536,foodanddrink,newstrends,The Best Dishes the Eater Boston Team Ate This Week,We're sharing some of our current favorite dishes with you every Friday
N24153,travel,travelarticle,"The Long, Hard Road: Find all of our stories in the yearlong series here","The Long, Hard Road, series tells the stories of people who live, work and struggle along 80 miles in the heart of Greater Cincinnati."
N3570,video,news,Grandfather charged in fatal child's fall,An 18-month-old girl died after falling from a window on a Royal Caribbean cruise ship. The child's grandfather has been charged with negligent homicide in her death.
N7182,travel,travelarticle,5 ways to enjoy your week in Nashville,"Looking for fun, entertaining events and activities to check out in Nashville this week? Here are top picks with dates, times, locations and ticket links."
N50742,health,health-news,This Bride Got a Wedding Redo After Losing 100 Pounds,Cherie Judd's weight loss journey started as she dreamed of her perfect wedding after her boyfriend proposed.
N25631,health,weightloss,Grocery delivery man who tipped the scales at 520 lbs loses a whopping 300 LBS by buying the same food as his fitter customers - and carrying their bags up flights of stairs,"Antonio Martinez weighed over 500 lbs. and had a high-fat fast food habit. When his wife wanted to start a family, he shook things up and got a job delivering groceries."
N19028,news,newspolitics,Former Trump advisor John Bolton's lawyers are in contact with impeachment probe panels,Lawyers for former national security adviser John Bolton have been in touch with officials working on House committees about possibly testifying.
N51601,lifestyle,lifestylepetsanimals,"21 adorable photos of dogs cuddling tigers, ducks, and other animals that prove they're not just man's best friend","From a leopard making friends with a dog in South Africa to a dog resting on a buffalo in Pakistan, see unlikely animal friendships around the world."
N38633,sports,racing,The Action Network: Early pick with best value for Kansas,"The Action Network specializes in providing sports betting insights/analytics and is a content partner with NASCAR. Check out more NASCAR betting analysis here. Last week we pegged Michael McDowell and his 100-1 odds as a soild bet to make before cars hit the track at Talladega. McDowell gave us a nice sweat, contending for a […]"
N11161,video,news,Bernie Sanders slams GOP for not standing up to Trump,"Sen. Bernie Sanders (I-VT) appeared on ""Jimmy Kimmel Live,"" where he shared his thoughts on the Republican's response to the impeachment inquiry into President Trump."
N47866,autos,autosnews,Mid-Engined Chevy Corvette Rear End Design Possibly Leaked,"As far as leaks go, this is a big one."
N45493,autos,autosnews,2021 BMW iNEXT Spied Looking Almost Production Ready,These two prototypes are very different than the ones we've seen prior.
N32907,health,healthagingwell,"Now That I'm Over 50, I'm Finally Sucking It Up And Getting In Shape","When my health insurance plan offered a free membership at the fitness center of my choice, how could I refuse?"
N17602,health,mentalhealth,How To Reach Out If Your Friend Is Struggling With Their Mental Health,Reaching out to check in on someone who struggles with their mental health might feel awkward at first   and that's OK.
N65225,sports,racing,"What channel is NASCAR on today? Time, TV schedule for Kansas race","Sunday's NASCAR race returns to NBC as the TV channel, and the start time for the race at Kansas is 2:30 p.m. ET. Here is how to watch today's NASCAR race at Kansas."
N49505,tv,tvnews,All the Things You Didn't Know About 'The Crown',"Claire Foy worried that joining the show was ""the worst mistake"" of her life."
N57991,lifestyle,lifestylebuzz,The Problematic Politics Of Style And Gender Identity In The Workplace,"Queer. Black. Woman. Nonbinary. Masculine. Feminine. Those are all parts of myself that I've embodied throughout my life but could never fully grasp at once. Most of the time, they felt like pieces that I should pick up, put down, shift, express or hide in order to show up as a version of myself that people around me could easily digest. It took me years to come out as queer to my strict, religious, Haitian mother out of fear of rejection. I..."
N45908,news,newsscienceandtechnology,Exclusive: our favorite All-Clad cookware is up to 70% off right now,Plus free shipping during this exclusive Cookware Week sale.
N54975,sports,baseball_mlb,"Iowa native, veteran MLB umpire Eric Cooper dead at 52",Iowa native Eric Cooper was on the field for some big baseball moments during his umpiring career.
N42669,movies,movievideo,Trailer - Terminator: Dark Fate,Trailer 3
N58551,health,video,Texas man loses over 200 pounds to become a deputy,Deputy Chad Dodge details his weight loss journey that made his law enforcement dreams come true on 'Fox & Friends.'
N54064,foodanddrink,restaurantsandnews,15 of the Most Unique Restaurants Around the World,"At these quirky restaurants, people come for the atmosphere and stay for the food."
N46428,finance,finance-billstopay,Nearly half of millennials have been in debt for their pet,Have you gone into debt for a pet?
N4021,lifestyle,lifestyledidyouknow,9 Amazing Transgender Women Who Changed History,
N59255,movies,movievideo,Trailer - Greener Grass,Official Trailer
N17430,finance,finance-companies,Volkswagen postpones final decision on Turkey plant,Volkswagen postpones final decision on Turkey plant: spokesman
N25604,sports,basketball_nba,Warriors' Russell ejected for going after official,D'Angelo Russell is not having the best start to the new phase of his career with the Golden State Warriors.
N63270,travel,travelnews,"National Weather Service To Visit Madison, NJ","The National Weather Service is set to visit Madison, New Jersey, on Saturday to determine if a tornado touched down."
N59271,weather,weathertopstories,"Large tree falls, blocks at least two roads during morning commute","Update at 8 a.m.: Power has been restored to the Cross Mill area. Carson Street is still closed. Sign up for our Newsletters Previous story: A large tree fell early Wednesday, causing power outages and blocking at least two roads in McDowell County, North Carolina. Carson Street in Marion is closed from W. Cross Street to Blue Ridge Street until further notice. Murray Street is blocked off to drivers because the tree knocked down power lines,..."
N59418,health,health-news,"Women's mental health improves after giving up alcohol, study finds",The growing use of alcohol among women has become a public health concern in recent years.
N34242,news,newsus,Pa. Game Commission Warns Hunters To Take Precautions Against Potentially Fatal EEE Virus,"With the potentially fatal virus EEE confirmed in multiple Pennsylvania counties, the Game Commission is advising hunters to take extra precautions."
N63651,lifestyle,lifestylelovesex,33 Things People May Say If They Want to Cheat,"We asked relationship experts for the common things people will say when they want to cheat (or already are). Ahead, find the spoken signs of cheating."
N37957,sports,football_nfl,"Broncos Film Study, part 1: The 'ugly' Joe Flacco on third down",Walk with us through these plays to find out what went wrong.
N33458,news,newspolitics,Former Top State Dept. Aide Tells Impeachment Investigators He Quit Over Ukraine,A former top aide to Secretary of State Mike Pompeo told Congress on Wednesday that he resigned amid mounting frustrations with the Trump administration's sidelining of career...
N18854,health,wellness,This Is Your Body On CBD,"If it seems like everyone's selling CBD (short for cannabidiol, a chemical compound from the cannabis plant), that's because they probably are. But most of these sources are unregulated."
N22033,lifestyle,lifestylebuzz,People Are So Excited About This Polka-Dotted Zebra Baby,"Everyone knows zebras have black and white stripes   at least, most of them do."
N61084,lifestyle,voices,I Rehomed My Dog And I Don't Regret It,"Rehoming a pet is one of the toughest decisions a family can make, but sometimes it's the best one."
N228,travel,travelnews,Stowaway Discovered in Couple's Carry-On Luggage,A British couple's trip to New York was almost derailed when airport security scans revealed a cat hidden inside their suitcase.
N12987,lifestyle,lifestyledidyouknow,9 Abandoned Mansions That Will Make Your Toes Curl,
N20818,autos,autosenthusiasts,The used Ford GTs are coming,
N31633,news,newspolitics,'ISIS is the biggest beneficiary': Graham lashes out at Trump over Syria withdrawal,Sen. Lindsey Graham (R-S.C.) describes President Trump's decision to pull American troops out of Syria as 'out of line' and 'dangerous.'
N4489,sports,baseball_mlb,David Ross might shake up the Cubs coaching staff. Who should he hire as bench coach?,"His former manager in Boston, John Farrell, is one possibility."
N12676,lifestyle,causes-green-living,Pollution around the world: 30 shocking photos,"While it's easy to become overwhelmed by stats and images about current pollution and trajectories for years to come, the intent of this article is not to instill fear. The intent is to be realistic, to learn from what is going on in the world, and to support one another in our collective efforts to change. Pollution knows no boundaries, so for the sake of future generations, let's err on the side of action and hope."
N42607,lifestyle,lifestylehoroscope,How Every Zodiac Sign Handles A Breakup,
N18012,news,newsworld,China says postal fees to rise after US complaint,"BEIJING (AP)   Fees paid by China to the United States and other countries to deliver packages will nearly triple through 2025 under an agreement by the global postal union following complaints by Washington, the Chinese post office said Tuesday."
N33521,health,nutrition,So you want to try intermittent fasting. Here's how to do it.,There are a few ways to practice intermittent fasting these are the most popular
N50208,foodanddrink,restaurantsandnews,75 Restaurants Where You Can Eat for Free on Your Birthday,"Celebrate your birthday with free entrees, gift certificates, and cake at popular restaurants all across America? Big name chains like Ponderosa, Applebee's, Culver's, and Denny's will help you mark the occasion with everything from pancakes to steak. Find out where you can score 3 free squares for nothing!"
N42908,sports,football_ncaa,"Tagovailoa, No. 1 Tide roll past No. 24 Texas A&M","Tagovailoa, No. 1 Tide roll past No. 24 Texas A&M"
N47966,travel,travelnews,Original Delta Airlines Flight Attendant Dies at 103,Sybil Peacock Harmon was a 24-year-old nursing school graduate when she was hired as one of Delta's first stewardesses in 1940.
N55337,sports,baseball_mlb,"As pitch-tipping paranoia lingers, Astros and Nationals will have their eyes on each other in World Series","Pitch-tipping has become a hot topic in the postseason this year and with the Astros reaching the World Series, suspicions will linger."
N5485,lifestyle,lifestylecleaningandorganizing,12 Shed Storage Ideas to Organize Your Space At Last,"Don't let your shed become disorganized or overrun with junk! Instead, turn it into a well-lit, useful space that has everything you need at hand. We'll show you how it's done with the best shed storage ideas and projects to finally use your shed to its full potential."
N39336,news,newsworld,Lebanon protests enter second week,"Protests in Lebanon entered a second week on Thursday with demonstrators blocking main roads in Beirut and other parts of the country, AFP correspondents and Lebanese media reported. Sparked on October 17 by a proposed tax on calls made through messaging apps, the protests have morphed into a cross-sectarian street mobilisation against a political system seen as corrupt and broken."
N33371,finance,finance-real-estate,Surprising reasons Florida has the best bargains on homes,"Plus, where to start your home search."
